Book_ID,Title,Author,Genre,Published_Year,Cost_Price,Sale_Price,Stock,Rating,Reviews,Format,Publisher
B737544,Upon student son school.,Elizabeth Holland,Romance,1996-07-22,48.25,72.27,416,3.7,4251,Paperback,Pearson
B570247,Maintain try east natural.,Mark Hunt,Thriller,2002-02-14,11.63,15.36,82,4.0,1765,Ebook,Simon & Schuster
B635939,Seat then your look.,Edward Walker,History,2004-02-10,7.57,10.65,242,4.4,3329,Ebook,Simon & Schuster
B972683,Close any tough.,Ricky Delgado,Thriller,2022-07-28,31.86,37.56,329,3.9,3956,Ebook,Oxford Press
B377813,Section person last.,Deborah Duncan,Science Fiction,2015-03-22,26.15,29.53,180,4.7,3411,Hardcover,Oxford Press
B291841,Build center choose group very.,Shane Hale,Romance,2018-08-08,26.9,39.96,135,3.7,703,Ebook,Pearson
B275708,Claim think financial standard.,Christina Nguyen,Fantasy,2003-01-08,16.98,21.06,433,3.9,2567,Paperback,Oxford Press
B772611,Director visit maintain.,John Little,Fantasy,2023-11-02,38.43,42.41,221,3.8,4840,Paperback,Simon & Schuster
B167874,Idea own.,Dr. Jessica Thompson,Self-Help,2019-09-23,14.84,21.35,170,4.4,4291,Ebook,Oxford Press
B164889,Career set hot black speak.,Mr. Alexander Walter,Biography,1990-12-18,27.83,40.19,43,4.8,187,Ebook,Macmillan
B392785,Call grow treatment lot.,Kevin Gilbert,Fantasy,2020-07-02,27.94,30.8,206,4.3,4772,Ebook,Oxford Press
B162061,Staff example education eight.,Bonnie Gregory,Science Fiction,1981-05-25,43.84,63.92,443,4.2,3056,Paperback,Pearson
B742393,Quality lead hand.,Brian Johnson,Mystery,1988-03-01,29.84,37.96,337,3.8,980,Hardcover,Hachette
B695142,Will myself already.,Andrew Brooks,Science Fiction,2013-07-07,17.29,20.86,158,4.6,3226,Ebook,Macmillan
B109344,Soldier order there.,Stephanie Jones,Science Fiction,1992-11-13,28.05,32.33,32,4.8,4788,Ebook,Pearson
B413033,Color listen list.,Clayton Montoya Jr.,Biography,1989-04-09,44.64,62.76,332,3.2,2071,Hardcover,Hachette
B232601,Task method school sound.,Katherine Bond,Self-Help,2001-07-31,16.38,18.22,339,4.1,1429,Hardcover,Macmillan
B724021,Report half certainly.,Heather Castro,Science Fiction,2021-11-29,26.57,33.95,199,4.0,3765,Hardcover,Oxford Press
B598220,Dark mention party part again.,Zoe Gutierrez,Fantasy,2020-05-08,37.36,47.09,265,3.2,3050,Paperback,HarperCollins
B871274,Use local their.,Susan Solomon,Fiction,1992-10-25,15.62,21.46,439,4.3,1614,Ebook,Oxford Press
B183745,Where increase blood oil answer.,Luke Gutierrez,Biography,1994-03-18,47.21,56.14,55,3.6,4026,Paperback,Macmillan
B711163,Citizen party executive against.,Anthony Kelly,History,2023-10-22,49.55,58.69,375,4.9,4050,Audiobook,Macmillan
B191448,Arrive yes fill way.,John Ortega,Biography,1979-12-16,37.15,45.47,219,3.1,1027,Audiobook,Simon & Schuster
B708545,Child consumer.,Dr. John Russell,Fiction,1987-11-02,16.75,20.0,449,3.4,2265,Audiobook,Simon & Schuster
B490389,Leave green process whole.,Stacy Johnson,Mystery,1984-02-27,37.69,55.42,437,3.9,124,Audiobook,Macmillan
B259714,Or myself have.,Sarah Boyd,Science Fiction,1980-11-16,29.98,36.56,162,3.3,169,Hardcover,HarperCollins
B553871,Our away property.,Miss Julie Freeman MD,Self-Help,1991-03-22,6.11,7.09,366,4.6,2416,Hardcover,Oxford Press
B694696,Production month stay bank meet.,Andrew Jones,Romance,2009-12-07,45.19,58.26,281,4.0,3581,Paperback,Simon & Schuster
B458288,Dark effort realize note.,Michael Moore,Science Fiction,2009-10-24,37.52,46.18,272,4.0,2307,Hardcover,Simon & Schuster
B462804,Customer language cultural cover establish.,Dylan Hernandez,Science Fiction,2014-01-21,20.31,25.11,229,5.0,2105,Hardcover,Penguin
B660051,Heart civil recent.,Brittany Owens,Fiction,2017-07-12,18.71,26.42,240,3.5,1198,Audiobook,Oxford Press
B493656,Play morning sometimes talk.,Blake Smith,History,2011-10-07,20.82,28.22,281,4.4,1634,Ebook,HarperCollins
B773434,Learn local or much consider.,Nancy Green,History,1996-01-15,12.13,13.4,374,4.4,2687,Ebook,Pearson
B811902,Current community race perform.,Jacqueline Terry,Science Fiction,2015-11-12,15.09,18.0,107,4.0,1965,Paperback,Simon & Schuster
B670791,Ball issue tend.,Christian Garrison,Thriller,1997-08-14,32.31,48.24,445,4.3,1743,Audiobook,Pearson
B171552,Approach garden.,Alexandra Shaw,Fiction,2019-12-13,11.39,15.72,68,3.3,763,Paperback,HarperCollins
B589200,List source produce.,Nancy Henry,History,2002-11-21,6.72,8.38,271,3.6,3471,Audiobook,Pearson
B163733,Do long next social put.,Carla Irwin,Science Fiction,2006-04-27,41.31,58.79,217,3.2,4639,Paperback,Macmillan
B972871,Seat memory bill great end.,Debra Gonzalez,Biography,1979-03-06,31.44,38.66,364,3.3,1880,Paperback,Pearson
B977048,Performance we something the.,Diana Burke,Biography,1988-01-22,42.35,54.7,491,3.1,926,Paperback,Macmillan
B196619,Difference official education ground.,Richard Hernandez,Thriller,1989-07-11,45.19,53.84,159,4.2,4153,Ebook,Pearson
B329002,Drug pick.,Mrs. Christina Smith,History,1998-07-22,15.82,19.9,439,4.6,2923,Paperback,Macmillan
B343273,Phone girl relationship whose newspaper.,Katie Buckley,History,1987-02-03,34.41,44.64,274,3.9,1302,Audiobook,Oxford Press
B307103,Democrat which science.,Ann Mendez,Self-Help,2018-01-18,24.18,34.51,285,3.8,785,Paperback,Simon & Schuster
B418116,Focus town Mr.,Christina Munoz,Fiction,2013-09-17,46.63,57.6,47,3.1,3235,Hardcover,Hachette
B939970,How himself base traditional.,Cameron Anderson,Self-Help,2008-06-30,32.69,44.05,267,3.1,3387,Ebook,Pearson
B505478,Politics about lot look about.,James Thornton,Fiction,1995-10-10,30.18,44.42,389,4.0,3752,Ebook,Hachette
B162564,Particular trade.,Andrew Alvarado,Romance,2021-12-18,13.63,16.66,316,4.1,1199,Audiobook,Pearson
B736615,Space attorney lawyer.,Jennifer Byrd,Fiction,2019-05-01,5.91,7.03,220,3.1,1191,Audiobook,Macmillan
B853570,Sea identify risk sign work.,Donald Rangel,Thriller,1982-09-20,26.21,39.2,237,3.0,3392,Ebook,Penguin
B998597,Rather company water feeling.,Seth Phillips,Thriller,2023-11-09,27.9,37.94,108,3.1,1854,Ebook,Macmillan
B197275,Spend recognize.,Kristina Barnes,Thriller,2004-02-28,41.0,60.45,449,4.5,1726,Ebook,Oxford Press
B283401,Professor house through management nearly.,Charles Matthews,Mystery,2013-10-29,13.11,19.57,225,3.0,1372,Paperback,HarperCollins
B542141,Thousand exist nothing economic bad.,Sean Harmon,Thriller,1998-10-25,15.73,19.36,495,4.1,4515,Audiobook,Oxford Press
B278495,Peace any realize.,John Mckay,Mystery,2018-09-10,23.27,33.13,145,4.3,679,Ebook,Penguin
B838172,Soldier probably yeah.,Tina Hill,Romance,1992-01-31,6.6,9.26,228,4.9,3079,Paperback,Penguin
B531922,Guess by fish for.,Wesley Parker,History,2009-02-02,14.98,21.99,493,3.4,532,Paperback,HarperCollins
B762952,Yeah yard coach.,April Hernandez,Science Fiction,2015-08-20,7.54,11.16,214,3.9,2095,Ebook,Simon & Schuster
B870816,Election we authority.,Jennifer Johnson,Science Fiction,2017-05-09,42.74,56.37,148,4.6,4705,Hardcover,HarperCollins
B798026,Century lose statement with way.,Dawn Carter,Biography,1996-05-06,35.0,42.86,431,4.3,4431,Paperback,Pearson
B928818,Among discover name.,Charles Brown,Science Fiction,2011-08-28,11.8,15.79,391,3.4,3811,Hardcover,HarperCollins
B792794,Arrive poor discussion blood.,Nathan Williams,Biography,1985-06-20,24.74,31.26,331,3.7,2657,Ebook,Oxford Press
B602697,Including tough.,Jane Kelley,Self-Help,2019-12-01,28.56,42.61,13,3.6,4339,Ebook,Macmillan
B427253,Or Mr develop.,Kyle Brown,History,2017-06-01,33.16,41.21,196,4.5,2422,Hardcover,Penguin
B590493,Share week.,Raymond Miles,Romance,2015-08-12,24.26,36.0,210,4.6,1449,Paperback,Oxford Press
B968584,Yet kitchen old organization.,Donna Anderson,Self-Help,2008-04-23,33.48,44.65,75,4.1,3781,Paperback,Penguin
B196782,Various half personal.,Benjamin Watson,Fiction,2013-05-30,35.87,48.06,355,3.6,3436,Paperback,Pearson
B183980,Down prevent.,Wendy Sharp MD,Romance,2005-01-06,20.66,25.75,223,3.3,1118,Ebook,Hachette
B317213,Yeah no simply great southern.,Laurie Jones,History,1999-09-20,29.04,40.6,184,3.3,1424,Audiobook,Penguin
B115492,Study actually green.,Dennis Lopez,Mystery,1985-11-03,48.82,69.36,498,4.8,2190,Audiobook,HarperCollins
B287003,Fight whole page.,Ronald Blankenship,Thriller,1978-01-25,30.4,43.09,332,3.3,4031,Paperback,Hachette
B460385,Investment moment.,Jessica Brown,Science Fiction,2009-11-29,49.4,64.63,19,4.8,2789,Ebook,Simon & Schuster
B187322,Opportunity property.,Veronica King,Science Fiction,2013-06-28,30.89,38.43,365,4.4,3931,Hardcover,Simon & Schuster
B642309,Chance prepare cause since make.,Christopher Cameron,Mystery,2015-12-25,41.34,46.66,51,4.7,2164,Ebook,Oxford Press
B173494,Glass management find leave accept.,Joseph Bush,Science Fiction,1976-03-07,48.31,59.44,228,3.3,437,Audiobook,Pearson
B485511,Again interest cut sure.,Natalie Adams,History,1991-03-02,34.68,49.18,228,3.0,4745,Hardcover,Macmillan
B117872,Deep sometimes color rich from.,Amber Bray,Biography,2014-12-28,42.77,56.22,495,4.8,4788,Hardcover,Pearson
B261964,Society what make seat.,Mrs. Valerie Jimenez,Mystery,2009-05-29,32.14,35.61,156,3.9,3160,Hardcover,Hachette
B862103,Congress keep.,Kyle Smith,Biography,1994-03-02,31.59,43.26,14,4.6,4513,Hardcover,Oxford Press
B912667,Probably nothing wall.,Marissa Mcguire,Thriller,1979-02-11,30.81,40.84,60,3.9,4802,Audiobook,Oxford Press
B999073,Alone interview total.,Patricia Atkinson,History,1993-01-08,16.43,18.09,32,4.1,2467,Ebook,Simon & Schuster
B391733,Bed commercial either.,Melissa Armstrong,Mystery,2004-05-10,43.68,55.22,430,4.8,4692,Audiobook,Macmillan
B391729,Imagine agent that strong.,Charles Lee,Romance,1993-06-15,37.2,49.82,128,3.4,4036,Hardcover,Pearson
B423017,Series available party long.,Michael Neal,Mystery,1987-07-01,38.13,56.14,58,4.4,3284,Audiobook,Oxford Press
B238659,Determine pick environment.,Steven Clements,Thriller,2020-08-31,36.56,43.15,214,3.7,1680,Hardcover,Oxford Press
B734387,Hit possible car medical even.,Michael Ramsey,Mystery,1993-01-23,39.95,46.81,54,3.7,1947,Hardcover,Penguin
B760170,Indeed red quality sign.,Sheryl Wright,History,1981-04-27,24.05,33.08,278,4.3,2984,Ebook,HarperCollins
B699901,Mean story church.,Donald Ellis,Self-Help,1986-09-19,31.79,44.95,495,5.0,4977,Paperback,Penguin
B563937,Choose customer.,James Jones,Mystery,1989-08-21,16.36,23.86,292,3.2,3389,Audiobook,Simon & Schuster
B123112,News if trade.,Jordan Little,Fantasy,2002-09-19,42.02,61.51,268,4.2,4727,Ebook,HarperCollins
B980935,Quite resource huge.,Michele Hammond,History,2015-12-12,11.49,13.93,319,3.1,4106,Audiobook,Pearson
B214190,What child.,Joyce Love,Biography,1995-12-25,22.27,30.09,443,4.7,3678,Ebook,Macmillan
B179945,Growth Congress actually huge.,Cheryl Long,Romance,2017-01-14,6.81,9.22,419,3.7,2583,Hardcover,HarperCollins
B578455,Ok customer expect either.,Henry Thompson,Science Fiction,1998-01-07,19.03,27.01,138,4.4,1447,Audiobook,Oxford Press
B207158,Set season hour serious much.,James Washington,Fiction,1993-03-28,20.1,25.53,237,3.2,3816,Audiobook,Pearson
B333225,Onto majority allow husband.,Ryan Morris,History,2006-03-16,17.02,23.85,164,3.5,549,Audiobook,Hachette
B543990,Hand night.,Brian Webb,Romance,1978-03-17,16.5,18.37,166,4.8,3100,Paperback,HarperCollins
B505682,Ask try.,Kimberly Douglas,Self-Help,2024-01-03,25.94,31.43,80,4.0,4233,Hardcover,HarperCollins
B139669,Both people maintain.,Ashley Bush,Science Fiction,2018-03-04,28.09,38.71,500,3.3,4598,Ebook,Penguin
B810044,Especially quite myself.,Denise Barry,Biography,2002-09-01,11.67,15.92,173,3.7,4528,Ebook,Hachette
B304690,Rich level recognize friend claim.,Maria Sanchez,Thriller,1976-09-24,5.73,8.48,246,4.0,4915,Paperback,Oxford Press
B411010,Discussion student paper.,Tina Williams,Fiction,1986-01-29,35.35,46.67,335,3.7,528,Hardcover,Pearson
B117999,Ahead civil price company.,Dustin Murphy,Mystery,1984-05-28,12.94,15.57,484,3.7,1607,Ebook,Pearson
B194052,Arm outside.,Matthew Franklin,Self-Help,2006-08-13,17.34,25.08,65,4.9,3107,Audiobook,Pearson
B577901,Present who a give final.,Rhonda Douglas,Self-Help,1998-06-09,24.06,34.52,184,3.2,927,Ebook,Pearson
B519513,Summer church perform whether.,Joanna Turner,Thriller,2010-07-13,22.92,26.21,353,3.3,1936,Ebook,Oxford Press
B476824,About include despite choice let.,Brian Knight,Fiction,2012-06-03,26.86,35.47,336,3.8,1018,Hardcover,Hachette
B335950,Detail drop example investment.,Lucas Briggs,Mystery,1975-12-31,32.36,36.8,14,5.0,4806,Hardcover,Oxford Press
B883225,Name fish represent scientist.,Mario Taylor,Biography,2021-02-12,12.78,15.38,323,3.4,2556,Paperback,Oxford Press
B547758,Anything young fish.,Lisa Vaughn,Fiction,2004-01-01,49.5,56.2,47,3.8,4157,Hardcover,Penguin
B658137,Operation fire hot however.,Donald Kennedy,Mystery,1978-10-22,45.81,52.17,81,4.1,2635,Paperback,HarperCollins
B293577,Yeah collection.,Cynthia Benitez,Mystery,2002-03-08,20.77,25.86,425,4.7,1400,Ebook,Pearson
B133537,Environment air state certain.,Bailey Hernandez,Thriller,2006-01-20,26.88,39.26,264,3.7,2858,Hardcover,Simon & Schuster
B242817,Myself while special.,Katherine Mejia,Biography,2014-07-26,13.5,19.69,277,3.5,3519,Paperback,Macmillan
B843285,Soldier check page hear purpose.,William Daugherty,Thriller,2012-06-27,28.52,36.78,361,3.6,3898,Paperback,Hachette
B622026,Chair west agent beautiful.,Kyle Ferguson,Science Fiction,2020-09-28,27.89,38.87,123,3.4,4342,Hardcover,HarperCollins
B407288,Boy weight issue not.,William Kim,Fiction,2022-08-03,45.34,50.68,60,3.8,4012,Hardcover,Simon & Schuster
B849771,Agent one anyone not relate.,Richard Moore,Romance,1998-07-27,42.74,51.29,149,3.8,2008,Paperback,Penguin
B364633,Like financial.,Amber Lawrence,Romance,1975-12-17,30.46,34.1,257,3.8,3696,Ebook,Simon & Schuster
B699295,Probably where dream officer.,Linda Madden,Thriller,1992-01-22,17.19,24.67,431,4.3,821,Paperback,Macmillan
B879973,Hope always section later.,Joseph Anderson,Biography,2006-07-20,7.41,10.95,66,3.7,3099,Ebook,Simon & Schuster
B267532,Fight back image.,Ann Campos,Self-Help,2017-04-11,19.88,28.63,448,4.6,3272,Audiobook,Macmillan
B419784,Particularly field garden.,Kimberly Gonzalez,Thriller,2009-06-02,21.21,31.27,6,3.0,4580,Audiobook,HarperCollins
B274375,Bed practice.,Julie Gordon,Thriller,2018-05-31,48.53,54.18,132,3.1,4182,Audiobook,Hachette
B803491,Too attack mouth without.,Sarah Hodge,Mystery,2010-03-15,12.51,16.83,49,3.4,4402,Hardcover,Pearson
B758141,Lay movie letter.,Jordan Vazquez,History,2023-09-16,46.96,62.09,35,3.3,399,Paperback,Simon & Schuster
B590755,Note purpose lay goal.,Scott Davis,Fantasy,1991-01-31,12.62,17.82,44,4.1,2558,Ebook,Macmillan
B978736,Size indeed inside.,James Chung,Romance,2012-04-30,45.61,68.01,244,4.3,1030,Paperback,Penguin
B129877,Provide nice.,Emily Richardson,Fantasy,1978-05-06,48.66,67.71,61,3.5,2792,Audiobook,Penguin
B607860,Occur foreign worker.,Jackie Davis,Biography,2020-09-26,34.86,49.79,289,3.8,566,Audiobook,Penguin
B900959,One cold Mrs.,Gilbert Walsh,Mystery,1984-05-11,44.61,57.56,63,4.4,3296,Paperback,Oxford Press
B269350,Yes address scientist top.,Deanna Hernandez,Science Fiction,1996-05-14,14.25,20.27,486,5.0,2156,Ebook,Simon & Schuster
B399461,Risk every.,Crystal Miller,Fiction,2020-10-22,27.05,36.25,417,4.8,2937,Hardcover,Oxford Press
B928565,Very see.,Jonathan Ross,Biography,2020-09-06,15.6,18.5,150,3.5,1048,Paperback,Penguin
B433106,Sea letter person.,Sylvia Hernandez,Fiction,1997-08-21,38.23,44.48,25,3.4,3387,Ebook,HarperCollins
B564894,Open car suddenly around improve.,Aaron Stein,Thriller,1986-03-05,18.73,23.08,39,4.7,3393,Hardcover,Macmillan
B219377,Special stuff.,Jennifer Gibson,Fantasy,2021-02-12,23.22,33.48,430,3.7,3878,Paperback,Macmillan
B907847,Support senior long according part.,Brianna Brown,Fantasy,2016-02-11,35.97,41.58,432,4.6,2389,Ebook,Macmillan
B327480,Mother white manager whole focus.,Misty Lamb,History,1999-01-24,41.15,48.06,268,3.7,3604,Ebook,Penguin
B455043,Argue book poor.,Kenneth Martinez,Self-Help,1994-04-05,43.36,54.2,433,3.9,3934,Ebook,Hachette
B937889,Without size.,Megan Clark,Fantasy,1994-09-24,44.3,62.51,372,4.6,192,Paperback,Pearson
B453713,Society final analysis.,Courtney Sanchez,Science Fiction,1992-01-15,31.53,36.41,225,3.3,3038,Paperback,Macmillan
B144673,Subject finish national.,Mary Clements,Self-Help,1982-07-21,6.93,9.1,392,3.0,3928,Hardcover,Simon & Schuster
B542815,Couple instead focus best city.,James Hughes,Self-Help,2014-06-11,6.06,8.51,93,3.7,2076,Ebook,Penguin
B974279,Tend Mrs paper get shake.,Susan Mills,Romance,2007-11-28,9.19,10.59,347,4.9,433,Hardcover,Oxford Press
B955107,View individual doctor shake.,Mary Knight,Romance,2013-11-27,28.52,32.55,230,4.2,4951,Paperback,Pearson
B935703,Throw to notice fish.,Joe Castro,History,1976-05-18,8.9,10.8,181,4.2,3392,Hardcover,Pearson
B248883,Store new responsibility draw.,Chase Edwards,Thriller,1995-08-13,49.76,69.52,470,4.0,3233,Ebook,Oxford Press
B557382,Trial Mr room.,Eric Thompson,Science Fiction,2023-07-20,44.17,58.44,265,3.6,1543,Ebook,HarperCollins
B558135,Technology institution treat enough reduce.,Benjamin Frank,Thriller,2023-11-20,29.66,43.87,477,4.4,1319,Paperback,Simon & Schuster
B630742,Save gun.,Nicholas Benitez,Romance,2001-01-14,14.01,19.53,201,4.8,606,Hardcover,Hachette
B366192,Game shoulder whether ok.,Mark Martin,Science Fiction,1995-03-27,39.05,44.65,90,3.9,2062,Hardcover,Pearson
B187108,Citizen training really.,Emily Strickland,Self-Help,1996-05-31,25.52,28.41,128,4.3,2430,Ebook,Hachette
B860389,Response skin name modern.,Norman Page,Self-Help,2016-03-05,32.52,40.45,322,3.3,2752,Hardcover,HarperCollins
B220070,Among save choose.,Robert Bradley,Self-Help,1982-11-04,9.52,13.8,310,3.5,2331,Audiobook,Hachette
B608567,Concern job service career.,Carrie Allen,Romance,1994-06-29,25.29,32.82,330,4.4,2053,Paperback,Simon & Schuster
B533369,Campaign sell situation.,Jay Diaz,Biography,1978-03-16,38.47,51.1,311,4.3,997,Hardcover,Hachette
B452255,Force difference.,Jeremy Collins,Biography,2018-10-17,10.5,13.76,131,4.1,2901,Ebook,HarperCollins
B964565,Cell today seem against.,Jason Duarte MD,Fiction,1994-08-12,39.03,57.39,125,4.5,820,Audiobook,Penguin
B856722,Role treat worry.,Cheryl Lynch,Fantasy,2010-08-31,14.73,20.45,259,3.1,2843,Hardcover,HarperCollins
B229391,Identify interest.,Matthew Cobb,History,1995-12-19,22.79,26.32,313,3.0,3262,Hardcover,Pearson
B567755,Heavy write page friend.,Tammy Richardson,Biography,2022-09-04,11.16,16.39,330,3.3,647,Hardcover,HarperCollins
B860433,My who fine.,Kevin Reynolds,Romance,2001-01-06,30.59,38.69,15,4.4,2313,Audiobook,Pearson
B589007,Chance everybody strong.,Tyler Stephens,Romance,1992-07-09,21.46,24.09,476,4.2,4149,Paperback,Simon & Schuster
B320105,Year letter alone morning.,Gina Walker,Self-Help,2009-04-10,19.72,24.18,85,4.9,634,Ebook,Pearson
B640826,Not may describe situation.,Danielle Fields,Self-Help,2004-04-05,17.2,20.05,166,4.5,929,Audiobook,Penguin
B680310,Foot even model.,Susan Douglas,Fantasy,2006-06-04,28.66,33.35,153,4.9,3261,Audiobook,HarperCollins
B272021,Learn dark participant.,Debra Martin,Science Fiction,2011-02-26,36.0,47.36,61,3.8,4605,Hardcover,Macmillan
B855356,Movement fight.,Harold Phillips,Biography,2000-11-17,43.48,59.93,160,4.8,950,Ebook,Hachette
B820129,Walk task only.,Alicia Esparza,Thriller,2005-02-27,20.58,30.34,280,3.4,1213,Audiobook,Simon & Schuster
B699180,Lay think.,Ana Fields,Thriller,2011-07-26,8.81,11.57,426,4.9,4303,Audiobook,Oxford Press
B707478,Management article.,Andrew Tucker,Fiction,2000-07-18,30.63,36.33,318,3.2,3857,Hardcover,HarperCollins
B611210,Relate answer.,Debra French,Fiction,1988-08-05,31.7,45.53,69,4.0,3896,Hardcover,Oxford Press
B909805,Full media.,Christine Martinez,Thriller,1994-08-13,30.3,44.18,19,3.7,420,Audiobook,Hachette
B923608,Expect plan ten off although.,Linda Thomas,Biography,1993-08-16,34.36,47.76,153,3.6,2650,Paperback,Oxford Press
B699957,These entire.,Kristen Walker,Fantasy,2019-05-24,38.72,56.31,435,3.0,1870,Paperback,Hachette
B611929,Hair rule community feel.,Mark Gonzales,Romance,2012-01-21,12.5,15.94,205,4.1,2294,Ebook,Macmillan
B954094,Similar point.,Richard Harrington,Fiction,2020-11-09,48.23,63.42,223,3.9,742,Paperback,Oxford Press
B148715,Music I activity mother doctor.,Joshua Palmer,Self-Help,1999-07-05,30.82,38.24,211,3.1,365,Audiobook,Hachette
B863635,Hotel church.,Ryan Baker,Romance,2006-09-03,10.24,11.97,112,3.9,2660,Paperback,Macmillan
B179741,Husband measure take though attorney.,Connor Murphy,Fiction,1999-06-23,42.41,62.38,373,4.0,3231,Audiobook,Penguin
B278341,Laugh democratic wind crime film.,Kristi Nelson,Romance,1977-03-22,24.33,33.82,477,4.8,4989,Ebook,Simon & Schuster
B968557,Series foot.,Rachel Maynard,Science Fiction,2001-06-06,41.02,59.22,248,4.2,1326,Audiobook,Oxford Press
B617371,Report much stage school.,Rebecca Woods,Romance,1982-10-17,18.9,27.24,278,3.2,4459,Audiobook,Oxford Press
B610812,Left detail line give play.,Kayla Cook,History,2021-12-24,26.96,32.26,80,3.7,1288,Hardcover,Macmillan
B172626,Central despite actually.,Jeffrey Harrison,Self-Help,1983-08-03,38.87,53.23,129,4.1,4580,Hardcover,Hachette
B494709,Middle speak charge.,Adam Brooks,Biography,1986-04-04,40.53,55.72,337,4.9,1552,Paperback,Pearson
B917470,Music lot important some notice.,Rebecca Davis,Mystery,2008-06-29,41.93,56.16,334,3.5,1752,Paperback,Hachette
B420117,Full beautiful billion glass staff.,Jason Williams,Self-Help,1977-06-19,20.88,27.63,479,3.4,4121,Audiobook,Hachette
B629197,Mean management.,Casey Fitzgerald,Science Fiction,2014-03-03,33.68,48.3,491,3.7,164,Ebook,Hachette
B248951,Financial however executive especially almost.,Paul Mueller,Romance,1984-01-11,11.62,14.83,166,4.0,4424,Hardcover,Oxford Press
B946211,Behavior technology foreign style.,Keith Ramirez,Self-Help,1993-09-30,32.91,43.18,314,3.3,47,Paperback,Simon & Schuster
B364890,Federal pull body father.,Kimberly Holder,Thriller,2008-11-16,6.64,7.35,327,4.0,2954,Audiobook,Penguin
B188852,Woman able service.,Alyssa Anderson,Romance,1976-11-25,37.38,53.8,495,4.9,3616,Audiobook,Hachette
B982674,Politics free little present.,Ronald Higgins,Fiction,2004-06-10,5.57,6.93,233,4.3,1217,Paperback,Macmillan
B232884,When million benefit than.,Nina Maddox,Biography,2006-08-03,13.09,15.27,305,3.1,25,Ebook,Pearson
B719057,Organization control Republican.,Jorge Beard,History,2012-08-18,21.9,31.42,295,4.5,4240,Ebook,HarperCollins
B306974,Thank buy political possible still.,Jasmine Stone,Mystery,1978-07-17,34.17,45.54,91,4.0,161,Paperback,Penguin
B107478,Each one end.,Caleb Black,Fantasy,2022-03-24,36.09,48.81,132,3.3,1044,Paperback,Simon & Schuster
B250149,Carry sell.,Derrick Floyd,Fiction,2021-09-10,19.54,21.99,329,3.8,2926,Audiobook,HarperCollins
B825351,Return program.,Catherine Foster,Mystery,1995-02-10,39.45,46.92,354,4.6,2938,Ebook,HarperCollins
B617476,Meeting guy.,William White,Self-Help,1983-11-12,36.84,45.86,423,3.5,1158,Ebook,Penguin
B513275,Upon mean would.,Ronald Duncan,Self-Help,2000-04-07,31.31,42.66,295,3.8,1814,Paperback,Penguin
B749322,Want life.,Jeffery Foster,Science Fiction,1994-09-10,20.01,22.75,422,4.8,4704,Paperback,Pearson
B795156,Fact eye speak agree.,Lance Allison,Biography,2015-07-21,42.73,62.46,242,3.7,3226,Hardcover,Simon & Schuster
B455574,Push affect.,Cassandra Smith,Science Fiction,1994-06-14,36.46,50.17,232,4.4,903,Hardcover,Pearson
B682492,Later movie market sometimes.,Rachel Oconnell,Fiction,1993-10-13,38.94,47.43,299,3.2,820,Ebook,HarperCollins
B457857,Stuff per sister behind.,Charles Ramos,Science Fiction,2012-04-23,33.65,45.8,220,5.0,151,Paperback,Simon & Schuster
B458949,Suffer attack politics.,Michelle Sanchez,Thriller,2005-11-02,5.09,6.11,254,3.8,4733,Paperback,Penguin
B748685,Up item share.,Gregory Perez,Fiction,2005-09-11,30.83,41.72,290,4.5,202,Paperback,Simon & Schuster
B524545,Short air.,Brenda Smith,Thriller,2021-01-06,31.43,44.8,297,3.9,3904,Ebook,Hachette
B221557,Finally design ten since.,Lee Jones MD,Thriller,2011-07-10,18.83,24.76,143,3.3,4761,Audiobook,Penguin
B885955,Behavior blue begin take.,Jeremy Ramirez,Mystery,1996-06-03,30.87,43.99,159,3.7,435,Audiobook,Macmillan
B231499,You draw occur water share.,Michael Robertson,Fantasy,2014-07-25,33.3,46.74,223,4.2,5000,Paperback,Macmillan
B663142,She book important true.,Emily Blackburn,Biography,1998-02-27,26.8,37.07,276,3.8,2492,Paperback,HarperCollins
B171659,Rest father well.,Vanessa Chavez,Fantasy,1978-02-08,47.89,56.15,110,4.9,4072,Hardcover,Penguin
B241831,Away control artist camera.,Jason Snyder,Mystery,1983-04-06,32.01,35.25,184,4.1,2514,Ebook,Macmillan
B284661,Political store quality treat ground.,Timothy Fowler,Romance,2006-11-09,21.91,28.37,321,3.5,2297,Audiobook,Pearson
B539988,Reach lose action station.,Zachary Carter,Self-Help,2022-07-26,37.23,43.55,319,3.1,4139,Audiobook,Penguin
B893347,This war.,Hector Kaufman,Thriller,2023-06-16,45.75,66.41,288,3.3,4438,Hardcover,Oxford Press
B297459,Certainly rate I.,Stephen Sharp,Fiction,2011-12-19,25.59,36.87,24,3.4,4564,Paperback,Macmillan
B100896,Cultural bit assume community song.,Betty Huynh,Romance,2018-05-26,45.92,51.6,447,4.3,4719,Paperback,Macmillan
B704986,Most analysis street detail.,Ashley Branch MD,Fantasy,2016-01-01,5.6,6.26,439,3.7,3547,Paperback,Oxford Press
B212388,Each thing.,Shawn Todd,Thriller,2000-07-29,25.38,33.19,56,3.3,4940,Hardcover,Simon & Schuster
B728700,Drop professor.,Jamie Cox,Self-Help,2020-05-14,13.55,19.12,245,3.1,1569,Paperback,Oxford Press
